0,1,2,3
"제페토, 日 인기 애니 '최애의 아이'와 협업…참여형 이벤트 연다",또 1월 5일까지 진행되는 코디 포스팅 캠페인을 통해서는 ’<b>ZEPETO</b>×OSHINOKO‘ 해시태그와 함께 직접 본인이 만든 최애의 아이 캐릭터 코디 이미지를 제페토 피드에 올린 사용자들을 대상으로 추첨을 통해 젬(ZEM)을... ,http://www.edaily.co.kr/news/newspath.asp?newsid=02253366639122784,https://n.news.naver.com/mnews/article/018/0005914151?sid=105
"제페토, 애니메이션 '최애의 아이'와 협업 이벤트 개최","[사진=네이버제트] 아울러, 내년 1월 5일까지 진행되는 코디 포스팅 캠페인에서는 사용자가 자신만의 '최애의 아이' 캐릭터 코디 이미지를 #<b>ZEPETO</b>×OSHINOKO 해시태그와 함께 제페토 피드에 업로드 시 추첨을 통해 ZEM을... ",https://www.newspim.com/news/view/20241227000257,https://www.newspim.com/news/view/20241227000257
"네이버Z, 제페토에서 애니메이션 최애의 아이와 첫 컬래버레이션",1월 5일까지 진행되는 코디 포스팅 캠페인을 통해 사용자들은 &lt;최애의 아이&gt; 캐릭터를 활용한 자신만의 코디 이미지를 #<b>ZEPETO</b>×OSHINOKO 해시태그와 함께 제페토 피드에 업로드할 수 있다. 참가자 중 추첨을 통해 ZEM을... ,https://www.econovill.com/news/articleView.html?idxno=678305,https://www.econovill.com/news/articleView.html?idxno=678305
"제페토, 인기 일본 애니메이션 '최애의 아이' 협업",그 외에도 1월 5일까지 진행되는 코디 포스팅 캠페인을 통해서는 #<b>ZEPETO</b>×OSHINOKO 해시태그와 함께 직접 본인이 만든 '최애의 아이' 캐릭터 코디 이미지를 제페토 피드에 올린 사용자들을 대상으로 추첨을 통해 ZEM을... ,https://www.asiatime.co.kr/article/20241227500081,https://www.asiatime.co.kr/article/20241227500081
Metaverse hype fizzles out as Korean tech giants pull plug,"Along with Naver's <b>Zepeto</b>, ifland was touted as one of the mainstream metaverse platforms that made consistent efforts to lock in users to their services, until very recently attempting to lure... ",https://koreajoongangdaily.joins.com/news/2024-12-21/business/industry/Metaverse-hype-fizzles-out-as-Korean-tech-giants-pull-plug/2205844,https://n.news.naver.com/mnews/article/640/0000063328?sid=101
"버시스, CES 2025서 인터랙티브 뮤직 월드 '에스파 월드' 선보인다... &quot;음...",'에스파 월드(aespa world)'는 버시스와 SM 엔터테인먼트의 케이팝 스타 에스파(aespa)가 협력하여 제페토(<b>ZEPETO</b>)에서 선보인 인터랙티브 뮤직 월드이다. 에스파 월드에서는 사용자가 아바타를 독특한 스타일로 자유롭게... ,https://kr.aving.net/news/articleView.html?idxno=1796342,https://kr.aving.net/news/articleView.html?idxno=1796342
SK Telecom to Terminate Metaverse Service 'ifland' in Favor of AI Focus,"Among major domestic metaverse services, Naver's <b>Zepeto</b> remains one of the few still in operation. The shift to AI is not just a strategic pivot but also a response to market demands and... ",https://www.businesskorea.co.kr/news/articleView.html?idxno=231872,https://www.businesskorea.co.kr/news/articleView.html?idxno=231872
"청강대 스타일리스트전공, 가상과 현실을 넘나드는 'Virtual Style Fashion S...","이러한 작품들은 단순히 전시에 그치지 않고, <b>Zepeto</b>와 같은 가상 플랫폼에서 실제로 판매되며, 소비자들이 가상 현실에서 자신만의 스타일을 표현할 수 있도록 제공된다. 이를 통해 패션 산업이 가상 세계로 확장되는... ",https://www.nextdaily.co.kr/news/articleView.html?idxno=233637,https://www.nextdaily.co.kr/news/articleView.html?idxno=233637
"청강대 스타일리스트전공, 가상과 현실을 넘나드는 'Virtual Style Fashion S...","이러한 작품들은 단순히 전시에 그치지 않고, <b>Zepeto</b>와 같은 가상 플랫폼에서 실제로 판매되며, 소비자들이 가상 현실에서 자신만의 스타일을 표현할 수 있도록 제공된다. 이를 통해 패션 산업이 가상 세계로 확장되는... ",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202412040319&t=NN,https://m.entertain.naver.com/article/215/0001190324
"LG화학, 여수해상에 잘피 2만주 이식...탄소 흡수 저장","In relation to this, LG Chem and Thankskabon have unveiled 'BLUE FOREST', a space where anyone can easily create their own sea forest on the metaverse platform <b>Zepeto</b>. Since its opening in June 2023, Blue Forest has... ",http://www.breaknews.com/1073448,http://www.breaknews.com/1073448
VERSES showcases interactive music world 'Aespa World' at Pre-CES2025 in ...,"platform <b>ZEPETO</b>. It allows users to customize avatars and explore a virtual music-themed world... on <b>ZEPETO</b>. Fans can meet Aespa members, take photos, dance, and create personalized music videos.... ",https://us.aving.net/news/articleView.html?idxno=51564,https://us.aving.net/news/articleView.html?idxno=51564
"뮤직테크 스타트업 버시스, '에스파 월드'로 CES 2025 혁신상 받아... &quot;CE...","SM엔터테인먼트, 버시스가 함께 메타버스 플랫폼 제페토(<b>ZEPETO</b>)에 '에스파 월드'를 세운 바 있다. K-pop 스타인 에스파의 미니 4집 앨범 출시에 맞춰 에스파의 세계관과 타이틀곡 'Drama' 음원 등을 활용한 에스파 월드는... ",https://kr.aving.net/news/articleView.html?idxno=1795661,https://kr.aving.net/news/articleView.html?idxno=1795661
"지식재산연구원 &quot;전세계 메타버스 시장 2030년 5,078억 달러까지 확대 ....","주요 메타버스 플랫폼으로는 브이알 챗(VR Chat), 제페토(<b>ZEPETO</b>) 등이 강세를 보이고 있다. 또 일반 소비자용 시장 성장과 함께 메타버스 관련 기존 기술을 산업적으로 응용하는 산업용 메타버스도 최근 주목받고 있는... ",http://www.worktoday.co.kr/news/articleView.html?idxno=60591,http://www.worktoday.co.kr/news/articleView.html?idxno=60591
전세계 메타버스 시장 성장…지재권 보호 필요,"주요 메타버스 플랫폼으로 브이알 챗(VR Chat), 제페토(<b>ZEPETO</b>) 등이 강세를 보이며 일반 소비자용 시장이 성장하고, 메타버스와 관련된 기존의 기술을 산업적으로 응용하는 산업용 메타버스도 최근 주목받고 있는 것으로... ",https://www.junggi.co.kr/article/articleView.html?no=33117,https://www.junggi.co.kr/article/articleView.html?no=33117
"뮤직테크 스타트업 버시스, ‘에스파 월드’로 CES 2025 혁신상 수상","에스파 월드는 SM엔터테인먼트, 버시스가 함께 네이버 제트사의 메타버스 플랫폼 제페토(<b>ZEPETO</b>)에 ‘에스파 월드’를 세웠다. K-pop 스타인 에스파의 미니 4집 앨범 출시에 맞춰 에스파의 세계관과 타이틀곡 ‘Drama’... ",https://platum.kr/archives/244017,https://platum.kr/archives/244017
"네이버, 메타버스 시장 투 트랙 공략…B2B 플랫폼 '점프' 공개",일반 이용자를 상대로 한 기존 메타버스 플랫폼 '제페토'(<b>ZEPETO</b>)와 별개로 기업 고객을 겨냥해 시장을 공략한다는 방침이다. 14일 정보기술(IT) 업계에 따르면 네이버의 자회사 스노우는 이르면 올해 말 점프를 출시할... ,https://www.news1.kr/it-science/general-it/5599923,https://n.news.naver.com/mnews/article/421/0007906462?sid=105
"버시스, Pre-CES2025 인천(IFEZ)서 인터랙티브 뮤직 월드 '에스파 월드' ...",'에스파 월드(aespa world)'는 버시스와 케이팝 스타 에스파(aespa)가 협력하여 메타버스 플랫폼 제페토(<b>ZEPETO</b>)에서 선보인 인터랙티브 뮤직 월드이다. 에스파 월드에서는 사용자가 아바타를 독특한 스타일로... ,https://kr.aving.net/news/articleView.html?idxno=1795419,https://kr.aving.net/news/articleView.html?idxno=1795419
'설악산 케이블카 오색오감 버스킹'개최,'메타버스 플랫폼 제페토(<b>ZEPETO</b>)'의 설악산 오색케이블카 월드 상부정거장 이미지./사진=강원도 강원특별자치도는 설악산 오색케이블카 착공 1주년을 맞아 대국민 홍보를 위해 오눈 7일 오후 16시 30분부터 춘천 송암... ,http://www.tournews21.com/news/articleView.html?idxno=79202,http://www.tournews21.com/news/articleView.html?idxno=79202
"버시스, 에스파 월드에 혁신적인 신기능 추가","지난해 11월, SM엔터테인먼트와 협력하여 네이버 제트의 메타버스 플랫폼 제페토(<b>ZEPETO</b>)에 ‘에스파 월드’를 론칭한 후, 약 10개월 만에 대대적인 업그레이드를 선보인 것이다. 에스파 월드는 ‘Drama’, ‘Supernova’... ",https://www.mk.co.kr/article/11147732,https://n.news.naver.com/mnews/article/009/0005383883?sid=101
"버시스, '에스파 월드'에 기능 추가로 팬들과의 소통 강화","버시스는 지난해 11월 SM엔터테인먼트와 협력해 네이버 제트의 메타버스 플랫폼 제페토(<b>ZEPETO</b>)에 '에스파 월드'를 론칭한 이후, 약 10개월 만에 대대적인 업그레이드를 실시했다. 에스파 월드는 'Drama', 'Supernova', 'Armageddon... ",https://www.asiatoday.co.kr/view.php?key=20241023000959224,https://www.asiatoday.co.kr/view.php?key=20241023000959224
"버시스, 가상 현실에서 즐기는 ‘에스파 월드’의 새로운 기능 공개",SM엔터테인먼트와 협력하여 지난해 11월 네이버 제트의 메타버스 플랫폼 제페토(<b>ZEPETO</b>)에서 론칭된 '에스파 월드'는 약 10개월 만에 대규모 업그레이드를 단행했다. 이 공간은 에스파의 음악과 스토리를 바탕으로 한... ,https://www.sedaily.com/NewsView/2DFOHM6YWD,https://n.news.naver.com/mnews/article/011/0004405888?sid=101
킨텍스 2024 디지털미디어테크쇼 24일 메인무대에서 펼쳐지는 현직 전문...,"학력 홍익대 패션디자인 박사과정 홍익대 패션디자인 석사졸업 경력 2024 Mode at Bangkok - <b>ZEPETO</b> Dual... Paris - <b>ZEPETO</b> Dual Fashion Show, The Westin Paris Vendôme 2023 Digital Media Tech Show, KINTEX 24 S/S, 23 F/W Seoul Fashion... ",https://www.psnews.co.kr/news/articleView.html?idxno=2069961,https://www.psnews.co.kr/news/articleView.html?idxno=2069961
"메타버스로 뻗어간 K-패션…콘진원, 모드 엣 방콕 2024 F/W 패션쇼",모드 엣 방콕은 지난 4일부터 네이버제트의 글로벌 메타버스 플랫폼 '제페토(<b>ZEPETO</b>)'에서 선보이고 있는 '모드 엣 제페토(MODE at <b>ZEPETO</b>)'의 2024 F/W시즌 컬렉션을 현실 세계로 구현한 패션쇼다. 태국 방콕에서 개최되는... ,https://www.dt.co.kr/contents.html?article_no=2024101402109931044007&ref=naver,https://n.news.naver.com/mnews/article/029/0002908485?sid=103
"콘진원, 모드 엣 방콕 2024 F/W 패션쇼 개최",◆ 국내 대표 패션 디자이너 브랜드의 가상과 현실을 잇는 신개념 패션쇼 모드 엣 방콕은 지난 4일부터 네이버제트의 글로벌 메타버스 플랫폼 '제페토(<b>ZEPETO</b>)'에서 선보이고 있는 '모드 엣 제페토(MODE at <b>ZEPETO</b>)'의... ,https://www.ekoreanews.co.kr/news/articleView.html?idxno=75795,https://www.ekoreanews.co.kr/news/articleView.html?idxno=75795
"콘진원, 태국서 '모드 엣 방콕' 24 F/W 패션쇼 성료…혼합현실 연출에 '...",11일 태국 방콕 시암파라곤에서 열린 '모드 엣 방콕'은 네이버제트의 글로벌 메타버스 플랫폼 '제페토(<b>ZEPETO</b>)'에서 선보이고 있는 '모드 엣 제페토(MODE at <b>ZEPETO</b>)'의 2024 F/W시즌 컬렉션을 현실 세계로 구현한 패션쇼다.... ,https://www.thedailypost.kr/news/articleView.html?idxno=106946,https://www.thedailypost.kr/news/articleView.html?idxno=106946
"콘진원, '모드 엣 방콕 2024 F/W 패션쇼' 개최",모드 엣 방콕은 지난 4일부터 네이버제트 글로벌 메타버스 플랫폼 제페토(<b>ZEPETO</b>)에서 선보이고 있는 '모드 엣 제페토(MODE at <b>ZEPETO</b>)'의 2024 F/W시즌 컬렉션을 현실 세계로 구현한 패션쇼다. 태국 방콕에서 개최되는... ,https://www.s-journal.co.kr/news/articleView.html?idxno=24556,https://www.s-journal.co.kr/news/articleView.html?idxno=24556
"콘진원, 모드 엣 방콕 2024 F/W 패션쇼 개최",◆ 국내 대표 패션 디자이너 브랜드의 가상과 현실을 잇는 신개념 패션쇼 모드 엣 방콕은 지난 4일부터 네이버제트의 글로벌 메타버스 플랫폼 '제페토(<b>ZEPETO</b>)'에서 선보이고 있는 '모드 엣 제페토(MODE at <b>ZEPETO</b>)'의 2024... ,http://www.newsworker.co.kr/news/articleView.html?idxno=351363,http://www.newsworker.co.kr/news/articleView.html?idxno=351363
"콘진원, '모드 엣 방콕' 2024 F/W 패션쇼 성료",'모드 엣 방콕 2024' F/W 현장 사진 [사진=콘진원] 2024.10.14 alice09@newspim.com 모드 엣 방콕은 지난 4일부터 네이버제트의 글로벌 메타버스 플랫폼 '제페토(<b>ZEPETO</b>)'에서 선보이고 있는 '모드 엣 제페토(MODE at <b>ZEPETO</b>)'의 2024 F... ,https://www.newspim.com/news/view/20241014000576,https://www.newspim.com/news/view/20241014000576
"콘진원, 모드 엣 방콕 2024 F/W 패션쇼 개최",국내 대표 패션 디자이너 브랜드의 가상과 현실을 잇는 신개념 패션쇼 모드 엣 방콕은 지난 4일부터 네이버제트의 글로벌 메타버스 플랫폼 ‘제페토(<b>ZEPETO</b>)’에서 선보이고 있는 ‘모드 엣 제페토(MODE at <b>ZEPETO</b>)’의 2024... ,https://idsn.co.kr/news/view/1065585857915256,https://idsn.co.kr/news/view/1065585857915256
"김영기 네이버제트 CFO &quot;제페토, UGC+생성 AI로 성장 가속&quot;",&quot;네이버제트가 운영하는 제페토(<b>ZEPETO</b>)를 포함해 다양한 메타버스 서비스는 코로나19 범유행 기간 동안 세상을 바꿀 것으로 주목받았습니다. 현재는 메타버스 초기를 벗어나 옥석을 가리는 중이며 제페토 역시... ,https://zdnet.co.kr/view/?no=20241011163156,https://n.news.naver.com/mnews/article/092/0002348326?sid=105
네카오 '미래 먹거리' 성과 속속...글로벌 경쟁력 강화,"카카오헬스케어는 AI 기반 당뇨 관리 솔루션 '파스타(PASTA)'로 10만 명 이상의 국내 사용자를 확보하는 성과를, 네이버제트의 메타버스 플랫폼 '제페토(<b>ZEPETO</b>)'는 글로벌 누적 가입자 5억 명을 돌파하는 성과를 냈다. 11일... ",https://www.newspim.com/news/view/20241011000941,https://www.newspim.com/news/view/20241011000941
[르포] 전남 여수 해초 ‘잘피’ 서식지 복원 현장 | 여수 앞바다 탄소...,메타버스 플랫폼 ‘제페토(<b>ZEPETO</b>)’에 ‘우리가 만드는 바다 숲 블루 포레스트(Blue Forest)’ 월드 맵을 개설한 것. 여기에선 누구나 가상의 잘피를 심어 탄소를 감축하는 체험을 할 수 있다. 내 아바타가 바다식목일... ,https://economychosun.com/site/data/html_dir/2024/09/20/2024092000020.html,https://economychosun.com/site/data/html_dir/2024/09/20/2024092000020.html
조현민의 '로지테인먼트' 2년째 개점 휴업,미래 주력 고객층인 MZ세대를 겨냥해 메타버스 플랫폼인 제페토(<b>ZEPETO</b>)에 가상의 물류 공간을 구축했다. 조 사장은 로지버스 아일랜드가 그간 재미없고 부담스럽게 느껴졌던 물류와 젊은 세대를 이어주는 교두보 역할을... ,https://dealsite.co.kr/articles/128467,https://dealsite.co.kr/articles/128467
YouTube Emerges as Most Used App in South Korea for All Age Groups,"For teens, other frequently used apps included TikTok, Naver Webtoon, Roblox, Naver, Brawl Stars, X (formerly Twitter), and <b>ZEPETO</b>. Among those in their 20s, the apps ranked from third to ninth... ",https://www.businesskorea.co.kr/news/articleView.html?idxno=225360,https://www.businesskorea.co.kr/news/articleView.html?idxno=225360
[News Today] ONLINE GROOMING SUSPECT APPEALS,A man in his 30s approached a 10-year-old girl on Naver's metaverse service <b>Zepeto</b>. He made her sign a marriage contract and demanded inappropriate photos from her. A court's first trial only... ,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8057213&ref=A,https://n.news.naver.com/mnews/article/056/0011798916?sid=104
"[HiSS*FBZ] 고미진 메종니카, 아마미로 미래지향적 의류 선봬",&lt;고미진 디자이너 브랜드 ‘메종니카’ 현황&gt; ☞ 디자이너 및 브랜드 프로필 _ 2024.09.04 Seoul Fashion Week 2025 S/S Collection _ 2024.03.22 Mode at <b>Zepeto</b> Paris Fashion Show _ 2024.02.20-2024.02.22 Coterie New York 2024 F/W... ,https://www.fashionbiz.co.kr/article/210421,https://www.fashionbiz.co.kr/article/210421
"미시간벤처캐피탈, 500억 '메타버스펀드' 결성",미시간벤처캐피탈 관계자는 &quot;메타버스와 연관된 기술이라고 하면 흔히들 '제페토(<b>Zepeto</b>)' 등과 같은 메타버스 플랫폼을 떠올리곤 한다&quot;면서 &quot;하지만 최근 애플이 비전 프로를 출시한 이후로 XR이나 증강현실(AR) 관련... ,https://dealsite.co.kr/articles/127675,https://dealsite.co.kr/articles/127675
Lotte invites users to its metaverse platform Caliverse,"In Korea, Naver’s <b>Zepeto</b>, a 3D avatar-based social metaverse platform, has been prominent. The platform has grown since its launch in 2018 by allowing users to customize their avatars and build... ",https://www.mk.co.kr/article/11105508,https://n.news.naver.com/mnews/article/009/0005358107?sid=104
"한국폴리텍IV대학 대전캠퍼스, 2024년 제1회 고교생 메타버스 경진대회","접수기간은 2024년 9월 1일부터 10월 20일까지로, 참가자들은 로블록스(Roblox)·제페토(<b>Zepeto</b>) ·이프랜드 등 다양한 플랫폼의 메타버스 콘텐츠를 제작하여 1분 이내의 동영상으로 유튜브에 업로드하고 구글폼에 URL을... ",https://www.jeonmae.co.kr/news/articleView.html?idxno=1070156,https://www.jeonmae.co.kr/news/articleView.html?idxno=1070156
"폴리텍IV대학 대전, 제1회 고교생 메타버스 경진대회","접수기간은 2024년 9월 1일부터 10월 20일까지로, 참가자들은 로블록스(Roblox) ‧ 제페토(<b>Zepeto</b>) ‧ 이프랜드 등 다양한 플랫폼의 메타버스 콘텐츠를 제작하여 1분 이내의 동영상으로 유튜브(Youtube)에 업로드하고... ",http://www.ccnnews.co.kr/news/articleView.html?idxno=345609,http://www.ccnnews.co.kr/news/articleView.html?idxno=345609
"폴리텍IV대 대전캠, '제1회 전국 고교생 메타버스 경진대회' 개최","접수기간은 내달 1일부터 10월 20일까지로, 참가자들은 로블록스(Roblox)·제페토(<b>Zepeto</b>)·이프랜드 등 다양한 플랫폼의 메타버스 콘텐츠를 제작해 1분 이내의 동영상으로 유튜브에 업로드하고 구글폼에 URL을 제출하면... ",https://www.newspim.com/news/view/20240829001076,https://www.newspim.com/news/view/20240829001076
폴리텍 대전 &quot;전국 고교생 메타버스 경진대회 참가하세요&quot;,"참가자들은 로블록스(Roblox) · 제페토(<b>Zepeto</b>) · 이프랜드 등 다양한 플랫폼의 메타버스 콘텐츠를 제작, 1분 이내의 동영상으로 유튜브에 업로드하고 구글폼에 URL을 제출하면 된다. 대회 관련 세부 사항은... ",https://www.newsis.com/view/NISX20240829_0002868278,https://n.news.naver.com/mnews/article/003/0012756660?sid=102
실생활‧취미‧기후문제 분야로 확대되는 스타트업 '딥테크',"최근 메타버스 플랫폼 '제페토(<b>ZEPETO</b>)'에 인기 K-POP 스타 에스파(aespa)의 '에스파 월드'를 론칭하기도 했다. 이성욱 버시스 대표는 &quot;약 20일 동안 약 52만명의 유저를 모았고, 연말까지 500만명 정도 유저를 모을 예정&quot;이라며... ",https://www.sisajournal-e.com/news/articleView.html?idxno=405182,https://www.sisajournal-e.com/news/articleView.html?idxno=405182
South Korean Metaverse Platforms Close Amid Scandals and Waning Interest,"Meanwhile, <b>Zepeto</b>, a metaverse by internet giant Naver, has thrived globally but struggled domestically, facing backlash after reports of children's avatars being sexually harassed. Despite... ",http://www.smarttimes.co.kr/news/articleView.html?idxno=22954,http://www.smarttimes.co.kr/news/articleView.html?idxno=22954
엔비티 주가 덩실덩실... 오퍼월 시스템 새롭게 구축 운영,"자체 운영하는 오퍼월 네트워크 서비스 '애디슨(Adison)'이 메타버스 플랫폼 제페토(<b>ZEPETO</b>) 국내 서비스에 구축, 운영 하면서 주가에 훈풍을 불어 넣고 있는 것으로 보인다. 같은 시간 광고 관련주인 엔비티... ",https://www.pinpointnews.co.kr/news/articleView.html?idxno=278417,https://www.pinpointnews.co.kr/news/articleView.html?idxno=278417
[Pangyo Metaverse] Coach introduces the new collection on <b>ZEPETO</b>... Targe...,"NAVER Z, operator of the global virtual platform '<b>ZEPETO</b>' (Co-CEOs Kim Chang-wook and Kim Dae... ' Through this collaboration, <b>ZEPETO</b> users can try to purchase 11 types of virtual items, ranging... ",https://us.aving.net/news/articleView.html?idxno=51007,https://us.aving.net/news/articleView.html?idxno=51007
"[HiSS*FBZ] 신한나 ‘한나신’, 테크 접목한 매력적인 지속가능 패션 이...",at <b>ZEPETO</b> 10인 디자이너 선정 (한국콘텐츠진흥원) _ 2023 한국패션디자인학회 추계학술대회 우수... at <b>ZEPETO</b> 10인 디자이너 선정 (한국콘텐츠진흥원) / 에이엠컴퍼니 - 제2회 친환경디자인공모전 심사위원... ,https://www.fashionbiz.co.kr/article/209130,https://www.fashionbiz.co.kr/article/209130
[세상보기] 기업의 지속가능성을 높이기 위한 메타버스 활용법,"예를 들어 구찌(Gucci)는 로블록스 게임에서 자체 구찌 가든을 선보였고, 3D 아바타 기반 플랫폼인 제페토(<b>Zepeto</b>)와의 협업을 통해 소비자가 자신만의 아바타와 가상 세계를 개인화할 수 있게 했다. 또한 루이비통(Louisvuitton)... ",https://www.daejonilbo.com/news/articleView.html?idxno=2143052,https://n.news.naver.com/mnews/article/656/0000097413?sid=110
"남부청소년수련관, 메타버스를 활용한 응급상황 대비훈련 실시","한편, 남부청소년수련관에서는 다양한 메타버스 플랫폼 중 청소년의 접근성이 높은'잽(ZEP)','제페토(<b>ZEPETO</b>)'를 활용하여 청소년들이 온라인 수련관을 즐길 수 있도록 다양한 이벤트를 진행하고 있다. 디지털 미디어국",https://www.ksilbo.co.kr/news/articleView.html?idxno=1002845,https://www.ksilbo.co.kr/news/articleView.html?idxno=1002845
